grdc_no,lon,lat
46409,105.25,19.75
46410,105.75,19.75
46411,106.25,19.75
46412,109.25,19.75
46413,109.75,19.75
46414,110.25,19.75
46415,110.75,19.75
46416,111.25,19.75
46417,121.75,19.75
46418,-155.75,19.25
46419,-155.25,19.25
46420,-154.75,19.25
46421,-105.25,19.25
46422,-104.75,19.25
46423,-104.25,19.25
46424,-103.75,19.25
46425,-103.25,19.25
46426,-102.75,19.25
46427,-102.25,19.25
46428,-101.75,19.25
46429,-101.25,19.25
46430,-100.75,19.25
46431,-100.25,19.25
46432,-99.75,19.25
46433,-99.25,19.25
46434,-98.75,19.25
46435,-98.25,19.25
46436,-97.75,19.25
46437,-97.25,19.25
46438,-96.75,19.25
46439,-96.25,19.25
46440,-91.25,19.25
46441,-90.75,19.25
46442,-90.25,19.25
46443,-89.75,19.25
46444,-89.25,19.25
46445,-88.75,19.25
46446,-88.25,19.25
46447,-87.75,19.25
46448,-87.25,19.25
46449,-72.75,19.25
46450,-72.25,19.25
46451,-71.75,19.25
46452,-71.25,19.25
46453,-70.75,19.25
46454,-70.25,19.25
46455,-69.75,19.25
46456,-69.25,19.25
46457,-68.75,19.25
46458,-16.25,19.25
46459,-15.75,19.25
46460,-15.25,19.25
46461,-14.75,19.25
46462,-14.25,19.25
46463,-13.75,19.25
46464,-13.25,19.25
46465,-12.75,19.25
46466,-12.25,19.25
46467,-11.75,19.25
46468,-11.25,19.25
46469,-10.75,19.25
46470,-10.25,19.25
46471,-9.75,19.25
46472,-9.25,19.25
46473,-8.75,19.25
46474,-8.25,19.25
46475,-7.75,19.25
46476,-7.25,19.25
46477,-6.75,19.25
46478,-6.25,19.25
46479,-5.75,19.25
46480,-5.25,19.25
46481,-4.75,19.25
46482,-4.25,19.25
46483,-3.75,19.25
46484,-3.25,19.25
46485,-2.75,19.25
46486,-2.25,19.25
46487,-1.75,19.25
46488,-1.25,19.25
46489,-0.75,19.25
46490,-0.25,19.25
46491,0.25,19.25
46492,0.75,19.25
46493,1.25,19.25
46494,1.75,19.25
46495,2.25,19.25
46496,2.75,19.25
46497,3.25,19.25
46498,3.75,19.25
46499,4.25,19.25
46500,4.75,19.25
46501,5.25,19.25
46502,5.75,19.25
46503,6.25,19.25
46504,6.75,19.25
46505,7.25,19.25
46506,7.75,19.25
46507,8.25,19.25
46508,8.75,19.25
46509,9.25,19.25
46510,9.75,19.25
46511,10.25,19.25
46512,10.75,19.25
46513,11.25,19.25
46514,11.75,19.25
46515,12.25,19.25
46516,12.75,19.25
46517,13.25,19.25
46518,13.75,19.25
46519,14.25,19.25
46520,14.75,19.25
46521,15.25,19.25
46522,15.75,19.25
46523,16.25,19.25
46524,16.75,19.25
46525,17.25,19.25
46526,17.75,19.25
46527,18.25,19.25
46528,18.75,19.25
46529,19.25,19.25
46530,19.75,19.25
46531,20.25,19.25
46532,20.75,19.25
46533,21.25,19.25
46534,21.75,19.25
46535,22.25,19.25
46536,22.75,19.25
46537,23.25,19.25
46538,23.75,19.25
46539,24.25,19.25
46540,24.75,19.25
46541,25.25,19.25
46542,25.75,19.25
46543,26.25,19.25
46544,26.75,19.25
46545,27.25,19.25
46546,27.75,19.25
46547,28.25,19.25
46548,28.75,19.25
46549,29.25,19.25
46550,29.75,19.25
46551,30.25,19.25
46552,30.75,19.25
46553,31.25,19.25
46554,31.75,19.25
46555,32.25,19.25
46556,32.75,19.25
46557,33.25,19.25
46558,33.75,19.25
46559,34.25,19.25
46560,34.75,19.25
46561,35.25,19.25
46562,35.75,19.25
46563,36.25,19.25
46564,36.75,19.25
46565,37.25,19.25
46566,40.75,19.25
46567,41.25,19.25
46568,41.75,19.25
46569,42.25,19.25
46570,42.75,19.25
46571,43.25,19.25
46572,43.75,19.25
46573,44.25,19.25
46574,44.75,19.25
46575,45.25,19.25
46576,45.75,19.25
46577,46.25,19.25
46578,46.75,19.25
46579,47.25,19.25
46580,47.75,19.25
46581,48.25,19.25
46582,48.75,19.25
46583,49.25,19.25
46584,49.75,19.25
46585,50.25,19.25
46586,50.75,19.25
46587,51.25,19.25
46588,51.75,19.25
46589,52.25,19.25
46590,52.75,19.25
46591,53.25,19.25
46592,53.75,19.25
46593,54.25,19.25
46594,54.75,19.25
46595,55.25,19.25
46596,55.75,19.25
46597,56.25,19.25
46598,56.75,19.25
46599,57.25,19.25
46600,57.75,19.25
46601,72.75,19.25
46602,73.25,19.25
46603,73.75,19.25
46604,74.25,19.25
46605,74.75,19.25
46606,75.25,19.25
46607,75.75,19.25
46608,76.25,19.25
46609,76.75,19.25
46610,77.25,19.25
46611,77.75,19.25
46612,78.25,19.25
46613,78.75,19.25
46614,79.25,19.25
46615,79.75,19.25
46616,80.25,19.25
46617,80.75,19.25
46618,81.25,19.25
46619,81.75,19.25
46620,82.25,19.25
46621,82.75,19.25
46622,83.25,19.25
46623,83.75,19.25
46624,84.25,19.25
46625,84.75,19.25
46626,85.25,19.25
46627,93.75,19.25
46628,94.25,19.25
46629,94.75,19.25
46630,95.25,19.25
46631,95.75,19.25
46632,96.25,19.25
46633,96.75,19.25
46634,97.25,19.25
46635,97.75,19.25
46636,98.25,19.25
46637,98.75,19.25
46638,99.25,19.25
46639,99.75,19.25
46640,100.25,19.25
46641,100.75,19.25
46642,101.25,19.25
46643,101.75,19.25
46644,102.25,19.25
46645,102.75,19.25
46646,103.25,19.25
46647,103.75,19.25
46648,104.25,19.25
46649,104.75,19.25
46650,105.25,19.25
46651,105.75,19.25
46652,108.75,19.25
46653,109.25,19.25
46654,109.75,19.25
46655,110.25,19.25
46656,110.75,19.25
46657,121.25,19.25
46658,-155.75,18.75
46659,-110.75,18.75
46660,-104.25,18.75
46661,-103.75,18.75
46662,-103.25,18.75
46663,-102.75,18.75
46664,-102.25,18.75
46665,-101.75,18.75
46666,-101.25,18.75
46667,-100.75,18.75
46668,-100.25,18.75
46669,-99.75,18.75
46670,-99.25,18.75
46671,-98.75,18.75
46672,-98.25,18.75
46673,-97.75,18.75
46674,-97.25,18.75
46675,-96.75,18.75
46676,-96.25,18.75
46677,-95.75,18.75
46678,-95.25,18.75
46679,-94.75,18.75
46680,-92.75,18.75
46681,-92.25,18.75
46682,-91.75,18.75
46683,-91.25,18.75
46684,-90.75,18.75
46685,-90.25,18.75
46686,-89.75,18.75
46687,-89.25,18.75
46688,-88.75,18.75
46689,-88.25,18.75
46690,-87.75,18.75
46691,-77.75,18.75
46692,-74.25,18.75
46693,-73.75,18.75
46694,-73.25,18.75
46695,-72.75,18.75
46696,-72.25,18.75
46697,-71.75,18.75
46698,-71.25,18.75
46699,-70.75,18.75
46700,-70.25,18.75
46701,-69.75,18.75
46702,-69.25,18.75
46703,-68.75,18.75
46704,-68.25,18.75
46705,-63.25,18.75
46706,-16.25,18.75
46707,-15.75,18.75
46708,-15.25,18.75
46709,-14.75,18.75
46710,-14.25,18.75
46711,-13.75,18.75
46712,-13.25,18.75
46713,-12.75,18.75
46714,-12.25,18.75
46715,-11.75,18.75
46716,-11.25,18.75
46717,-10.75,18.75
46718,-10.25,18.75
46719,-9.75,18.75
46720,-9.25,18.75
46721,-8.75,18.75
46722,-8.25,18.75
46723,-7.75,18.75
46724,-7.25,18.75
46725,-6.75,18.75
46726,-6.25,18.75
46727,-5.75,18.75
46728,-5.25,18.75
46729,-4.75,18.75
46730,-4.25,18.75
46731,-3.75,18.75
46732,-3.25,18.75
46733,-2.75,18.75
46734,-2.25,18.75
46735,-1.75,18.75
46736,-1.25,18.75
46737,-0.75,18.75
46738,-0.25,18.75
46739,0.25,18.75
46740,0.75,18.75
46741,1.25,18.75
46742,1.75,18.75
46743,2.25,18.75
46744,2.75,18.75
46745,3.25,18.75
46746,3.75,18.75
46747,4.25,18.75
46748,4.75,18.75
46749,5.25,18.75
46750,5.75,18.75
46751,6.25,18.75
46752,6.75,18.75
46753,7.25,18.75
46754,7.75,18.75
46755,8.25,18.75
46756,8.75,18.75
46757,9.25,18.75
46758,9.75,18.75
46759,10.25,18.75
46760,10.75,18.75
46761,11.25,18.75
46762,11.75,18.75
46763,12.25,18.75
46764,12.75,18.75
46765,13.25,18.75
46766,13.75,18.75
46767,14.25,18.75
46768,14.75,18.75
46769,15.25,18.75
46770,15.75,18.75
46771,16.25,18.75
46772,16.75,18.75
46773,17.25,18.75
46774,17.75,18.75
46775,18.25,18.75
46776,18.75,18.75
46777,19.25,18.75
46778,19.75,18.75
46779,20.25,18.75
46780,20.75,18.75
46781,21.25,18.75
46782,21.75,18.75
46783,22.25,18.75
46784,22.75,18.75
46785,23.25,18.75
46786,23.75,18.75
46787,24.25,18.75
46788,24.75,18.75
46789,25.25,18.75
46790,25.75,18.75
46791,26.25,18.75
46792,26.75,18.75
46793,27.25,18.75
46794,27.75,18.75
46795,28.25,18.75
46796,28.75,18.75
46797,29.25,18.75
46798,29.75,18.75
46799,30.25,18.75
46800,30.75,18.75
46801,31.25,18.75
46802,31.75,18.75
46803,32.25,18.75
46804,32.75,18.75
46805,33.25,18.75
46806,33.75,18.75
46807,34.25,18.75
46808,34.75,18.75
46809,35.25,18.75
46810,35.75,18.75
46811,36.25,18.75
46812,36.75,18.75
46813,37.25,18.75
46814,37.75,18.75
46815,41.25,18.75
46816,41.75,18.75
46817,42.25,18.75
46818,42.75,18.75
46819,43.25,18.75
46820,43.75,18.75
46821,44.25,18.75
46822,44.75,18.75
46823,45.25,18.75
46824,45.75,18.75
46825,46.25,18.75
46826,46.75,18.75
46827,47.25,18.75
46828,47.75,18.75
46829,48.25,18.75
46830,48.75,18.75
46831,49.25,18.75
46832,49.75,18.75
46833,50.25,18.75
46834,50.75,18.75
46835,51.25,18.75
46836,51.75,18.75
46837,52.25,18.75
46838,52.75,18.75
46839,53.25,18.75
46840,53.75,18.75
46841,54.25,18.75
46842,54.75,18.75
46843,55.25,18.75
46844,55.75,18.75
46845,56.25,18.75
46846,56.75,18.75
46847,57.25,18.75
46848,57.75,18.75
46849,72.75,18.75
46850,73.25,18.75
46851,73.75,18.75
46852,74.25,18.75
46853,74.75,18.75
46854,75.25,18.75
46855,75.75,18.75
46856,76.25,18.75
46857,76.75,18.75
46858,77.25,18.75
46859,77.75,18.75
46860,78.25,18.75
46861,78.75,18.75
46862,79.25,18.75
46863,79.75,18.75
46864,80.25,18.75
46865,80.75,18.75
46866,81.25,18.75
46867,81.75,18.75
46868,82.25,18.75
46869,82.75,18.75
46870,83.25,18.75
46871,83.75,18.75
46872,84.25,18.75
46873,84.75,18.75
46874,93.75,18.75
46875,94.25,18.75
46876,94.75,18.75
46877,95.25,18.75
46878,95.75,18.75
46879,96.25,18.75
46880,96.75,18.75
46881,97.25,18.75
46882,97.75,18.75
46883,98.25,18.75
46884,98.75,18.75
46885,99.25,18.75
46886,99.75,18.75
46887,100.25,18.75
46888,100.75,18.75
46889,101.25,18.75
46890,101.75,18.75
46891,102.25,18.75
46892,102.75,18.75
46893,103.25,18.75
46894,103.75,18.75
46895,104.25,18.75
46896,104.75,18.75
46897,105.25,18.75
46898,105.75,18.75
46899,108.75,18.75
46900,109.25,18.75
46901,109.75,18.75
46902,110.25,18.75
46903,120.75,18.75
46904,121.25,18.75
46905,121.75,18.75
46906,-103.75,18.25
46907,-103.25,18.25
46908,-102.75,18.25
46909,-102.25,18.25
46910,-101.75,18.25
46911,-101.25,18.25
46912,-100.75,18.25
46913,-100.25,18.25
46914,-99.75,18.25
46915,-99.25,18.25
46916,-98.75,18.25
46917,-98.25,18.25
46918,-97.75,18.25
46919,-97.25,18.25
46920,-96.75,18.25
46921,-96.25,18.25
46922,-95.75,18.25
46923,-95.25,18.25
46924,-94.75,18.25
46925,-94.25,18.25
46926,-93.75,18.25
46927,-93.25,18.25
46928,-92.75,18.25
46929,-92.25,18.25
46930,-91.75,18.25
46931,-91.25,18.25
46932,-90.75,18.25
46933,-90.25,18.25
46934,-89.75,18.25
46935,-89.25,18.25
46936,-88.75,18.25
46937,-88.25,18.25
46938,-87.75,18.25
46939,-78.25,18.25
46940,-77.75,18.25
46941,-77.25,18.25
46942,-76.75,18.25
46943,-76.25,18.25
46944,-74.25,18.25
46945,-73.75,18.25
46946,-73.25,18.25
46947,-72.75,18.25
46948,-72.25,18.25
46949,-71.75,18.25
46950,-71.25,18.25
46951,-70.75,18.25
46952,-70.25,18.25
46953,-69.75,18.25
46954,-69.25,18.25
46955,-68.75,18.25
46956,-68.25,18.25
46957,-67.75,18.25
46958,-67.25,18.25
46959,-66.75,18.25
46960,-66.25,18.25
46961,-65.75,18.25
46962,-65.25,18.25
46963,-64.75,18.25
46964,-63.25,18.25
46965,-16.25,18.25
46966,-15.75,18.25
46967,-15.25,18.25
46968,-14.75,18.25
46969,-14.25,18.25
46970,-13.75,18.25
46971,-13.25,18.25
46972,-12.75,18.25
46973,-12.25,18.25
46974,-11.75,18.25
46975,-11.25,18.25
46976,-10.75,18.25
46977,-10.25,18.25
46978,-9.75,18.25
46979,-9.25,18.25
46980,-8.75,18.25
46981,-8.25,18.25
46982,-7.75,18.25
46983,-7.25,18.25
46984,-6.75,18.25
46985,-6.25,18.25
46986,-5.75,18.25
46987,-5.25,18.25
46988,-4.75,18.25
46989,-4.25,18.25
46990,-3.75,18.25
46991,-3.25,18.25
46992,-2.75,18.25
46993,-2.25,18.25
46994,-1.75,18.25
46995,-1.25,18.25
46996,-0.75,18.25
46997,-0.25,18.25
46998,0.25,18.25
46999,0.75,18.25
47000,1.25,18.25
47001,1.75,18.25
47002,2.25,18.25
47003,2.75,18.25
47004,3.25,18.25
47005,3.75,18.25
47006,4.25,18.25
47007,4.75,18.25
47008,5.25,18.25
47009,5.75,18.25
47010,6.25,18.25
47011,6.75,18.25
47012,7.25,18.25
47013,7.75,18.25
47014,8.25,18.25
47015,8.75,18.25
47016,9.25,18.25
47017,9.75,18.25
47018,10.25,18.25
47019,10.75,18.25
47020,11.25,18.25
47021,11.75,18.25
47022,12.25,18.25
47023,12.75,18.25
47024,13.25,18.25
47025,13.75,18.25
47026,14.25,18.25
47027,14.75,18.25
47028,15.25,18.25
47029,15.75,18.25
47030,16.25,18.25
47031,16.75,18.25
47032,17.25,18.25
47033,17.75,18.25
47034,18.25,18.25
47035,18.75,18.25
47036,19.25,18.25
47037,19.75,18.25
47038,20.25,18.25
47039,20.75,18.25
47040,21.25,18.25
47041,21.75,18.25
47042,22.25,18.25
47043,22.75,18.25
47044,23.25,18.25
47045,23.75,18.25
47046,24.25,18.25
47047,24.75,18.25
47048,25.25,18.25
47049,25.75,18.25
47050,26.25,18.25
47051,26.75,18.25
47052,27.25,18.25
47053,27.75,18.25
47054,28.25,18.25
47055,28.75,18.25
47056,29.25,18.25
47057,29.75,18.25
47058,30.25,18.25
47059,30.75,18.25
47060,31.25,18.25
47061,31.75,18.25
47062,32.25,18.25
47063,32.75,18.25
47064,33.25,18.25
47065,33.75,18.25
47066,34.25,18.25
47067,34.75,18.25
47068,35.25,18.25
47069,35.75,18.25
47070,36.25,18.25
47071,36.75,18.25
47072,37.25,18.25
47073,37.75,18.25
47074,38.25,18.25
47075,38.75,18.25
47076,41.25,18.25
47077,41.75,18.25
47078,42.25,18.25
47079,42.75,18.25
47080,43.25,18.25
47081,43.75,18.25
47082,44.25,18.25
47083,44.75,18.25
47084,45.25,18.25
47085,45.75,18.25
47086,46.25,18.25
47087,46.75,18.25
47088,47.25,18.25
47089,47.75,18.25
47090,48.25,18.25
47091,48.75,18.25
47092,49.25,18.25
47093,49.75,18.25
47094,50.25,18.25
47095,50.75,18.25
47096,51.25,18.25
47097,51.75,18.25
47098,52.25,18.25
47099,52.75,18.25
47100,53.25,18.25
47101,53.75,18.25
47102,54.25,18.25
47103,54.75,18.25
47104,55.25,18.25
47105,55.75,18.25
47106,56.25,18.25
47107,56.75,18.25
47108,72.75,18.25
47109,73.25,18.25
47110,73.75,18.25
47111,74.25,18.25
47112,74.75,18.25
47113,75.25,18.25
47114,75.75,18.25
47115,76.25,18.25
47116,76.75,18.25
47117,77.25,18.25
47118,77.75,18.25
47119,78.25,18.25
47120,78.75,18.25
47121,79.25,18.25
47122,79.75,18.25
47123,80.25,18.25
47124,80.75,18.25
47125,81.25,18.25
47126,81.75,18.25
47127,82.25,18.25
47128,82.75,18.25
47129,83.25,18.25
47130,83.75,18.25
47131,84.25,18.25
47132,94.25,18.25
47133,94.75,18.25
47134,95.25,18.25
47135,95.75,18.25
47136,96.25,18.25
47137,96.75,18.25
47138,97.25,18.25
47139,97.75,18.25
47140,98.25,18.25
47141,98.75,18.25
47142,99.25,18.25
47143,99.75,18.25
47144,100.25,18.25
47145,100.75,18.25
47146,101.25,18.25
47147,101.75,18.25
47148,102.25,18.25
47149,102.75,18.25
47150,103.25,18.25
47151,103.75,18.25
47152,104.25,18.25
47153,104.75,18.25
47154,105.25,18.25
47155,105.75,18.25
47156,106.25,18.25
47157,108.75,18.25
47158,109.25,18.25
47159,109.75,18.25
47160,110.25,18.25
47161,120.75,18.25
47162,121.25,18.25
47163,121.75,18.25
47164,122.25,18.25
47165,-102.25,17.75
47166,-101.75,17.75
47167,-101.25,17.75
47168,-100.75,17.75
47169,-100.25,17.75
47170,-99.75,17.75
47171,-99.25,17.75
47172,-98.75,17.75
47173,-98.25,17.75
47174,-97.75,17.75
47175,-97.25,17.75
47176,-96.75,17.75
47177,-96.25,17.75
47178,-95.75,17.75
47179,-95.25,17.75
47180,-94.75,17.75
47181,-94.25,17.75
47182,-93.75,17.75
47183,-93.25,17.75
47184,-92.75,17.75
47185,-92.25,17.75
47186,-91.75,17.75
47187,-91.25,17.75
47188,-90.75,17.75
47189,-90.25,17.75
47190,-89.75,17.75
47191,-89.25,17.75
47192,-88.75,17.75
47193,-88.25,17.75
47194,-77.75,17.75
47195,-77.25,17.75
47196,-76.75,17.75
47197,-76.25,17.75
47198,-71.75,17.75
47199,-71.25,17.75
47200,-66.25,17.75
47201,-64.75,17.75
47202,-61.75,17.75
47203,-16.25,17.75
47204,-15.75,17.75
47205,-15.25,17.75
47206,-14.75,17.75
47207,-14.25,17.75
47208,-13.75,17.75
47209,-13.25,17.75
47210,-12.75,17.75
47211,-12.25,17.75
47212,-11.75,17.75
47213,-11.25,17.75
47214,-10.75,17.75
47215,-10.25,17.75
47216,-9.75,17.75
47217,-9.25,17.75
47218,-8.75,17.75
47219,-8.25,17.75
47220,-7.75,17.75
47221,-7.25,17.75
47222,-6.75,17.75
47223,-6.25,17.75
47224,-5.75,17.75
47225,-5.25,17.75
47226,-4.75,17.75
47227,-4.25,17.75
47228,-3.75,17.75
47229,-3.25,17.75
47230,-2.75,17.75
47231,-2.25,17.75
47232,-1.75,17.75
47233,-1.25,17.75
47234,-0.75,17.75
47235,-0.25,17.75
47236,0.25,17.75
47237,0.75,17.75
47238,1.25,17.75
47239,1.75,17.75
47240,2.25,17.75
47241,2.75,17.75
47242,3.25,17.75
47243,3.75,17.75
47244,4.25,17.75
47245,4.75,17.75
47246,5.25,17.75
47247,5.75,17.75
47248,6.25,17.75
47249,6.75,17.75
47250,7.25,17.75
47251,7.75,17.75
47252,8.25,17.75
47253,8.75,17.75
47254,9.25,17.75
47255,9.75,17.75
47256,10.25,17.75
47257,10.75,17.75
47258,11.25,17.75
47259,11.75,17.75
47260,12.25,17.75
47261,12.75,17.75
47262,13.25,17.75
47263,13.75,17.75
47264,14.25,17.75
47265,14.75,17.75
47266,15.25,17.75
47267,15.75,17.75
47268,16.25,17.75
47269,16.75,17.75
47270,17.25,17.75
47271,17.75,17.75
47272,18.25,17.75
47273,18.75,17.75
47274,19.25,17.75
47275,19.75,17.75
47276,20.25,17.75
47277,20.75,17.75
47278,21.25,17.75
47279,21.75,17.75
47280,22.25,17.75
47281,22.75,17.75
47282,23.25,17.75
47283,23.75,17.75
47284,24.25,17.75
47285,24.75,17.75
47286,25.25,17.75
47287,25.75,17.75
47288,26.25,17.75
47289,26.75,17.75
47290,27.25,17.75
47291,27.75,17.75
47292,28.25,17.75
47293,28.75,17.75
47294,29.25,17.75
47295,29.75,17.75
47296,30.25,17.75
47297,30.75,17.75
47298,31.25,17.75
47299,31.75,17.75
47300,32.25,17.75
47301,32.75,17.75
47302,33.25,17.75
47303,33.75,17.75
47304,34.25,17.75
47305,34.75,17.75
47306,35.25,17.75
47307,35.75,17.75
47308,36.25,17.75
47309,36.75,17.75
47310,37.25,17.75
47311,37.75,17.75
47312,38.25,17.75
47313,38.75,17.75
47314,41.75,17.75
47315,42.25,17.75
47316,42.75,17.75
47317,43.25,17.75
47318,43.75,17.75
47319,44.25,17.75
47320,44.75,17.75
47321,45.25,17.75
47322,45.75,17.75
47323,46.25,17.75
47324,46.75,17.75
47325,47.25,17.75
47326,47.75,17.75
47327,48.25,17.75
47328,48.75,17.75
47329,49.25,17.75
47330,49.75,17.75
47331,50.25,17.75
47332,50.75,17.75
47333,51.25,17.75
47334,51.75,17.75
47335,52.25,17.75
47336,52.75,17.75
47337,53.25,17.75
47338,53.75,17.75
47339,54.25,17.75
47340,54.75,17.75
47341,55.25,17.75
47342,55.75,17.75
47343,56.25,17.75
47344,73.25,17.75
47345,73.75,17.75
47346,74.25,17.75
47347,74.75,17.75
47348,75.25,17.75
47349,75.75,17.75
47350,76.25,17.75
47351,76.75,17.75
47352,77.25,17.75
47353,77.75,17.75
47354,78.25,17.75
47355,78.75,17.75
47356,79.25,17.75
47357,79.75,17.75
47358,80.25,17.75
47359,80.75,17.75
47360,81.25,17.75
47361,81.75,17.75
47362,82.25,17.75
47363,82.75,17.75
47364,83.25,17.75
47365,83.75,17.75
47366,94.25,17.75
47367,94.75,17.75
47368,95.25,17.75
47369,95.75,17.75
47370,96.25,17.75
47371,96.75,17.75
47372,97.25,17.75
47373,97.75,17.75
47374,98.25,17.75
47375,98.75,17.75
47376,99.25,17.75
47377,99.75,17.75
47378,100.25,17.75
47379,100.75,17.75
47380,101.25,17.75
47381,101.75,17.75
47382,102.25,17.75
47383,102.75,17.75
47384,103.25,17.75
47385,103.75,17.75
47386,104.25,17.75
47387,104.75,17.75
47388,105.25,17.75
47389,105.75,17.75
47390,106.25,17.75
47391,106.75,17.75
47392,120.25,17.75
47393,120.75,17.75
47394,121.25,17.75
47395,121.75,17.75
47396,122.25,17.75
47397,-101.25,17.25
47398,-100.75,17.25
47399,-100.25,17.25
47400,-99.75,17.25
47401,-99.25,17.25
47402,-98.75,17.25
47403,-98.25,17.25
47404,-97.75,17.25
47405,-97.25,17.25
47406,-96.75,17.25
47407,-96.25,17.25
47408,-95.75,17.25
47409,-95.25,17.25
47410,-94.75,17.25
47411,-94.25,17.25
47412,-93.75,17.25
47413,-93.25,17.25
47414,-92.75,17.25
47415,-92.25,17.25
47416,-91.75,17.25
47417,-91.25,17.25
47418,-90.75,17.25
47419,-90.25,17.25
47420,-89.75,17.25
47421,-89.25,17.25
47422,-88.75,17.25
47423,-88.25,17.25
47424,-87.75,17.25
47425,-62.75,17.25
47426,-61.75,17.25
47427,-25.25,17.25
47428,-16.25,17.25
47429,-15.75,17.25
47430,-15.25,17.25
47431,-14.75,17.25
47432,-14.25,17.25
47433,-13.75,17.25
47434,-13.25,17.25
47435,-12.75,17.25
47436,-12.25,17.25
47437,-11.75,17.25
47438,-11.25,17.25
47439,-10.75,17.25
47440,-10.25,17.25
47441,-9.75,17.25
47442,-9.25,17.25
47443,-8.75,17.25
47444,-8.25,17.25
47445,-7.75,17.25
47446,-7.25,17.25
47447,-6.75,17.25
47448,-6.25,17.25
47449,-5.75,17.25
47450,-5.25,17.25
47451,-4.75,17.25
47452,-4.25,17.25
47453,-3.75,17.25
47454,-3.25,17.25
47455,-2.75,17.25
47456,-2.25,17.25
47457,-1.75,17.25
47458,-1.25,17.25
47459,-0.75,17.25
47460,-0.25,17.25
47461,0.25,17.25
47462,0.75,17.25
47463,1.25,17.25
47464,1.75,17.25
47465,2.25,17.25
47466,2.75,17.25
47467,3.25,17.25
47468,3.75,17.25
47469,4.25,17.25
47470,4.75,17.25
47471,5.25,17.25
47472,5.75,17.25
47473,6.25,17.25
47474,6.75,17.25
47475,7.25,17.25
47476,7.75,17.25
47477,8.25,17.25
47478,8.75,17.25
47479,9.25,17.25
47480,9.75,17.25
47481,10.25,17.25
47482,10.75,17.25
47483,11.25,17.25
47484,11.75,17.25
47485,12.25,17.25
47486,12.75,17.25
47487,13.25,17.25
47488,13.75,17.25
47489,14.25,17.25
47490,14.75,17.25
47491,15.25,17.25
47492,15.75,17.25
47493,16.25,17.25
47494,16.75,17.25
47495,17.25,17.25
47496,17.75,17.25
47497,18.25,17.25
47498,18.75,17.25
47499,19.25,17.25
47500,19.75,17.25
47501,20.25,17.25
47502,20.75,17.25
47503,21.25,17.25
47504,21.75,17.25
47505,22.25,17.25
47506,22.75,17.25
47507,23.25,17.25
47508,23.75,17.25
47509,24.25,17.25
47510,24.75,17.25
47511,25.25,17.25
47512,25.75,17.25
47513,26.25,17.25
47514,26.75,17.25
47515,27.25,17.25
47516,27.75,17.25
47517,28.25,17.25
47518,28.75,17.25
47519,29.25,17.25
47520,29.75,17.25
47521,30.25,17.25
47522,30.75,17.25
47523,31.25,17.25
47524,31.75,17.25
47525,32.25,17.25
47526,32.75,17.25
47527,33.25,17.25
47528,33.75,17.25
47529,34.25,17.25
47530,34.75,17.25
47531,35.25,17.25
47532,35.75,17.25
47533,36.25,17.25
47534,36.75,17.25
47535,37.25,17.25
47536,37.75,17.25
47537,38.25,17.25
47538,38.75,17.25
47539,42.25,17.25
47540,42.75,17.25
47541,43.25,17.25
47542,43.75,17.25
47543,44.25,17.25
47544,44.75,17.25
47545,45.25,17.25
47546,45.75,17.25
47547,46.25,17.25
47548,46.75,17.25
47549,47.25,17.25
47550,47.75,17.25
47551,48.25,17.25
47552,48.75,17.25
47553,49.25,17.25
47554,49.75,17.25
47555,50.25,17.25
47556,50.75,17.25
47557,51.25,17.25
47558,51.75,17.25
47559,52.25,17.25
47560,52.75,17.25
47561,53.25,17.25
47562,53.75,17.25
47563,54.25,17.25
47564,54.75,17.25
47565,55.25,17.25
47566,73.25,17.25
47567,73.75,17.25
47568,74.25,17.25
47569,74.75,17.25
47570,75.25,17.25
47571,75.75,17.25
47572,76.25,17.25
47573,76.75,17.25
47574,77.25,17.25
47575,77.75,17.25
47576,78.25,17.25
47577,78.75,17.25
47578,79.25,17.25
47579,79.75,17.25
47580,80.25,17.25
47581,80.75,17.25
47582,81.25,17.25
47583,81.75,17.25
47584,82.25,17.25
47585,82.75,17.25
47586,94.75,17.25
47587,95.25,17.25
47588,95.75,17.25
47589,96.25,17.25
47590,96.75,17.25
47591,97.25,17.25
47592,97.75,17.25
47593,98.25,17.25
47594,98.75,17.25
47595,99.25,17.25
47596,99.75,17.25
47597,100.25,17.25
47598,100.75,17.25
47599,101.25,17.25
47600,101.75,17.25
47601,102.25,17.25
47602,102.75,17.25
47603,103.25,17.25
47604,103.75,17.25
47605,104.25,17.25
47606,104.75,17.25
47607,105.25,17.25
47608,105.75,17.25
47609,106.25,17.25
47610,106.75,17.25
47611,107.25,17.25
47612,120.25,17.25
47613,120.75,17.25
47614,121.25,17.25
47615,121.75,17.25
47616,122.25,17.25
47617,-100.25,16.75
47618,-99.75,16.75
47619,-99.25,16.75
47620,-98.75,16.75
47621,-98.25,16.75
47622,-97.75,16.75
47623,-97.25,16.75
47624,-96.75,16.75
47625,-96.25,16.75
47626,-95.75,16.75
47627,-95.25,16.75
47628,-94.75,16.75
47629,-94.25,16.75
47630,-93.75,16.75
47631,-93.25,16.75
47632,-92.75,16.75
47633,-92.25,16.75
47634,-91.75,16.75
47635,-91.25,16.75
47636,-90.75,16.75
47637,-90.25,16.75
47638,-89.75,16.75
47639,-89.25,16.75
47640,-88.75,16.75
47641,-88.25,16.75
47642,-62.25,16.75
